cultura,area_ha,ph,fosforo_ppm,potassio_ppm,materia_organica_percent,fase_enos,precipitacao_total_ciclo,temperatura_media_ciclo,temperatura_max_ciclo,dias_calor_extremo_ciclo,produtividade_kg_ha
Milho,20.1,5.83,24.37,76.49,2.35,La Nina,1205.0,24.33032188260752,33.3,1.2083333333333333,5321.770297581037
Soja,21.93,5.0,15.76,147.11,3.28,La Nina,1013.9,24.280099173553715,33.3,1.0416666666666667,3503.2313850661676
Milho,18.27,5.78,22.49,117.09,1.83,La Nina,1223.0,24.351663610165048,33.3,1.125,4058.8568106556104
Milho,21.19,5.44,18.61,91.25,2.62,La Nina,1205.4,24.319575279063432,33.3,1.125,5556.792772359158
Milho,20.18,5.07,17.44,88.2,3.42,La Nina,1222.6999999999998,24.33466912733984,33.3,0.9166666666666666,7006.873101824439
Algodão,18.12,5.34,12.92,100.72,1.6,La Nina,1278.5,24.381727810650887,33.3,0.9166666666666666,1831.9770265484342
Soja,19.99,5.23,21.81,132.35,1.65,La Nina,1013.8,24.258677685950413,33.3,0.8333333333333334,3610.732077612976
Milho,20.02,5.69,24.5,98.08,1.72,La Nina,1154.6,24.277146932952924,33.3,0.9166666666666666,4917.555209337165
Algodão,18.38,5.78,13.82,65.91,3.22,La Nina,1278.5,24.372482742204237,33.3,0.9166666666666666,1930.8913697880357
Milho,20.83,5.94,15.2,149.67,2.27,La Nina,1203.7999999999995,24.28014440433213,33.3,0.9166666666666666,6558.8750855007565
Soja,19.12,5.74,5.93,73.78,2.08,La Nina,989.0,24.229862277460533,33.3,0.75,3466.7433196900824
Milho,18.86,5.2,21.98,145.88,2.66,La Nina,1177.0,24.262707571066706,33.3,0.8333333333333334,7039.957090716194
Milho,21.6,5.58,19.53,105.13,2.0,La Nina,1215.2,24.29846113027328,33.3,0.8333333333333334,4020.5244756055513
Milho,20.45,5.02,5.23,87.83,3.28,La Nina,1132.1,24.25294455616202,33.3,0.8333333333333334,6429.251326117938
Soja,18.77,6.09,10.4,63.58,1.86,La Nina,1017.8000000000002,24.275680871515537,33.3,0.8333333333333334,4127.244701169919
Milho,18.01,5.37,15.29,66.96,3.26,La Nina,1171.4999999999998,24.26369265409513,33.3,0.75,4344.648818691968
Algodão,18.55,4.81,19.25,79.8,1.6,La Nina,1266.1,24.477811883358918,33.5,2.0,1791.698804036517
Soja,19.28,5.28,6.74,103.33,3.05,La Nina,965.2,24.185902456390178,33.3,0.6666666666666666,3675.3666794847727
Milho,19.62,6.03,9.05,139.3,3.32,La Nina,1199.6999999999998,24.284644704601146,33.3,0.75,5587.870197847292
Algodão,19.52,5.6,17.47,73.47,2.36,La Nina,1265.5,24.395765621423667,33.5,0.8333333333333334,1850.8174240673395
Milho,19.56,5.21,23.16,51.98,2.18,La Nina,1217.3000000000002,24.26331684457173,33.2,0.375,5082.119857367972
Milho,20.16,5.65,15.81,82.81,3.1,La Nina,1177.9,24.2395159020546,33.2,0.375,4319.614967994883
Algodão,20.34,5.92,5.9,69.07,3.2,La Nina,1265.5,24.395765621423667,33.5,0.8333333333333334,2021.8260519680612
Soja,21.24,5.71,12.01,42.62,2.61,La Nina,986.9,24.189689313758965,32.3,0.125,4065.114322546435
Algodão,18.68,5.66,18.35,69.87,1.9,La Nina,1261.6,24.45856414801684,33.7,1.7083333333333333,1636.886229443377
Soja,20.71,5.05,6.14,71.07,3.08,La Nina,972.5,24.11300253531329,32.2,0.0416666666666666,4218.9687342846655
Soja,19.37,5.71,13.22,47.39,3.23,La Nina,973.5,24.14745461018156,32.3,0.125,3845.62897569467
Soja,19.62,4.88,14.61,116.57,1.9,La Nina,1037.3000000000002,24.160938012463102,32.3,0.125,4719.612431935623
Milho,19.92,5.17,20.67,82.52,2.92,La Nina,1199.0,24.21137824993011,32.3,0.125,4213.816525905383
Soja,20.89,5.38,24.85,65.21,1.59,La Nina,1060.4,24.16667742977075,32.3,0.125,3778.2074822621175
Algodão,21.6,6.01,7.26,70.07,2.83,La Nina,1237.0,24.37756213017752,33.5,0.5833333333333334,1575.3548859338837
Algodão,21.46,5.99,11.16,84.42,2.26,La Nina,1237.4,24.459316278016757,33.7,1.7083333333333333,1811.5575564634864
Algodão,19.42,6.08,23.74,52.28,2.54,La Nina,1237.4,24.506772109601247,33.9,2.4166666666666665,1628.206636456767
Milho,18.37,5.36,16.16,76.15,3.47,La Nina,1173.8,24.23457664034849,32.3,0.125,5649.969359689182
Milho,18.03,5.39,18.04,62.22,2.18,La Nina,1168.0,24.2035704165486,32.3,0.125,3944.916390441551
Milho,18.77,5.13,24.99,86.6,1.96,La Nina,1167.4,24.208930099857348,32.3,0.125,5265.817784201545
Algodão,19.05,5.37,5.87,43.6,2.2,La Nina,1222.4,24.52709949036118,33.9,2.875,1762.9327525153203
Algodão,19.18,5.58,8.04,49.97,3.22,La Nina,1222.4,24.52709949036118,33.9,2.875,1748.516136432621
Soja,18.58,5.7,5.93,135.74,2.36,La Nina,985.0,24.1708091498805,32.3,0.125,4310.725083340755
Algodão,20.89,5.94,18.66,88.08,3.47,La Nina,1168.9,24.45666272189349,33.5,1.375,1986.323939310228
Milho,18.12,5.94,23.59,60.87,3.19,La Nina,1128.9,24.28124149196842,32.3,0.125,6117.403709281228
Soja,18.38,5.15,14.19,85.35,2.24,La Nina,1000.5,24.194522794358804,32.3,0.125,3805.3358041676615
Soja,20.91,5.82,23.89,108.69,2.71,La Nina,958.7,24.194481082957303,32.3,0.125,3395.1804662050035
Milho,18.62,5.77,8.26,125.73,2.44,La Nina,1123.5,24.341359849502822,32.3,0.125,6455.181710262242
Milho,19.15,5.26,13.79,58.37,3.27,La Nina,1123.5,24.341359849502822,32.3,0.125,5136.651864633583
Soja,19.42,5.55,12.35,133.25,2.79,La Nina,978.2,24.227347217480368,32.3,0.125,4321.242419072452
Soja,18.05,5.8,8.11,125.83,1.61,La Nina,1006.8,24.213795401532824,32.3,0.125,3608.934758962948
Milho,19.82,5.15,15.0,134.72,2.13,La Nina,1109.0,24.36050734312416,32.3,0.125,4649.184732215427
Milho,21.6,6.01,7.26,70.07,2.83,La Nina,375.4,25.21873103448276,34.7,12.708333333333334,3992.013004665769
Milho,20.81,5.64,8.09,123.8,2.53,La Nina,375.4,25.28406664931008,34.7,14.791666666666666,5690.158690858534
Algodão,18.59,4.89,13.76,79.53,2.42,La Nina,381.8,25.46113487953164,36.5,20.45833333333333,1906.881711823015
Soja,19.42,6.08,23.74,52.28,2.54,La Nina,375.4,25.0164199655766,34.7,7.083333333333333,3804.7436058302587
Algodão,18.05,5.8,8.11,125.83,1.61,La Nina,379.2,25.38792657095787,35.9,18.625,1973.8570036792626
Algodão,19.1,5.21,24.5,85.79,3.33,La Nina,379.3,25.459468588155826,36.5,20.58333333333333,1824.722528952876
Algodão,20.9,4.81,6.13,53.4,3.14,La Nina,365.9,25.49113388282468,36.5,21.291666666666668,1810.6288346201147
Algodão,18.58,5.7,5.93,135.74,2.36,La Nina,365.9,25.49113388282468,36.5,21.291666666666668,1569.883624823248
Soja,19.02,5.8,14.44,43.88,2.61,La Nina,359.5,25.086271242919025,34.7,8.166666666666666,3661.4439848389366
Milho,19.04,5.06,17.02,85.32,2.64,La Nina,359.5,25.29960453466913,34.7,14.791666666666666,4559.368775640053
Algodão,21.93,5.0,15.76,147.11,3.28,La Nina,350.69999999999993,25.52749833813428,36.5,21.916666666666668,1619.2368660658285
Soja,20.02,5.06,9.62,115.21,2.51,La Nina,344.29999999999995,25.123560039049792,34.7,8.916666666666666,3381.8783644964733
Soja,20.57,5.33,12.27,94.99,2.99,La Nina,344.2,25.02687789248843,34.7,6.875,4264.179982304863
Algodão,18.66,5.74,16.88,116.72,2.16,La Nina,350.69999999999993,25.474681786623467,36.5,20.125,1870.988253902247
Milho,18.38,5.78,13.82,65.91,3.22,La Nina,304.6,25.360125753209328,34.7,15.708333333333334,5794.300958324217
Soja,19.92,5.17,20.67,82.52,2.92,La Nina,304.6,25.14564849305791,34.7,8.375,3284.433603951722
Milho,20.98,5.78,20.04,43.41,2.61,La Nina,302.20000000000005,25.36994463485368,34.7,15.708333333333334,3755.733630707292
Milho,20.71,5.05,6.14,71.07,3.08,La Nina,302.20000000000005,25.36994463485368,34.7,15.708333333333334,5461.754392543728
Soja,19.18,5.58,8.04,49.97,3.22,La Nina,295.9,25.11209706628033,34.7,7.291666666666667,4053.982371207013
Algodão,18.38,5.15,14.19,85.35,2.24,La Nina,296.6,25.68410844170156,37.0,23.83333333333333,2179.1719586542076
Milho,19.37,5.71,13.22,47.39,3.23,La Nina,288.90000000000003,25.3686198278256,34.7,14.541666666666666,5098.277064215739
Milho,18.75,5.32,16.0,44.3,3.02,La Nina,288.90000000000003,25.38698611489246,34.7,15.291666666666666,6384.746033964369
Soja,20.16,5.65,15.81,82.81,3.1,La Nina,288.69999999999993,25.155342267294458,34.7,7.708333333333333,4266.091189127077
Algodão,19.56,5.21,23.16,51.98,2.18,La Nina,295.1,25.57188150890997,36.5,21.58333333333333,1773.3963060540018
Algodão,21.19,5.44,18.61,91.25,2.62,La Nina,294.8,25.545328312544125,36.5,20.95833333333333,1788.7938905064132
Milho,21.49,5.74,10.71,141.08,1.62,La Nina,288.40000000000003,25.36823104693141,34.7,14.958333333333334,4760.5436695239605
Milho,20.89,5.38,24.85,65.21,1.59,La Nina,288.40000000000003,25.37702150830384,34.7,15.625,7053.433754196648
Milho,21.11,6.1,11.43,143.22,2.32,La Nina,287.6,25.415760148580524,35.9,17.083333333333332,5132.065470287023
Milho,20.84,5.63,20.5,69.66,3.1,La Nina,287.6,25.40461949265688,35.9,16.791666666666668,7541.026464073072
Milho,20.54,6.04,19.73,148.22,1.64,La Nina,286.9,25.39299431971869,35.4,16.458333333333332,4933.327856661041
Algodão,19.62,6.03,9.05,139.3,3.32,La Nina,293.3,25.751024906325764,37.4,25.375,1845.8094689930604
Soja,20.83,5.94,15.2,149.67,2.27,La Nina,286.9,25.18851192475647,34.7,9.791666666666666,3891.3951347544944
Milho,18.12,5.34,12.92,100.72,1.6,La Nina,287.79999999999995,25.47224681072637,35.9,18.125,6430.813112143021
Algodão,20.1,5.8,22.82,149.23,2.03,La Nina,293.3,25.711220604703247,37.3,24.375,2036.1636865718565
Milho,19.42,5.55,12.35,133.25,2.79,La Nina,276.7,25.39362918595154,35.4,16.458333333333332,7178.291792440718
Algodão,19.15,5.26,13.79,58.37,3.27,La Nina,282.2,25.62710039784695,36.6,22.5,1910.1057789988822
Soja,21.6,5.58,19.53,105.13,2.0,La Nina,259.9,25.20884681583477,34.7,9.791666666666666,3752.9270698093674
Algodão,21.9,5.43,15.19,147.25,2.75,La Nina,266.29999999999995,25.756518802071607,37.3,25.0,1881.4347351801925
Soja,18.03,5.39,18.04,62.22,2.18,La Nina,252.1,25.271688903351773,34.7,11.291666666666666,3603.3901277372233
Soja,20.34,5.92,5.9,69.07,3.2,La Nina,252.1,25.271688903351773,34.7,11.291666666666666,4165.528165128184
Soja,19.52,5.6,17.47,73.47,2.36,La Nina,252.1,25.204941757853867,34.7,9.291666666666666,3610.595119992097
Soja,18.36,5.83,6.31,65.3,2.16,La Nina,248.1,25.21569953720185,34.7,9.291666666666666,4058.424082164362
Milho,21.93,6.08,9.57,64.91,1.54,La Nina,251.40000000000003,25.519864618588908,36.2,18.83333333333333,5428.393427787374
Milho,19.05,5.37,5.87,43.6,2.2,La Nina,229.8,25.48554654738608,35.9,17.083333333333332,5156.250220315197
Soja,20.68,5.97,21.33,134.14,2.52,La Nina,225.6,25.260666425208257,34.7,9.5,3897.7655544768522
Algodão,20.1,5.83,24.37,76.49,2.35,La Nina,232.0,25.82920598388953,37.4,25.375,1785.0653772806588
Milho,21.58,5.79,9.84,64.3,3.07,La Nina,231.9,25.532736982643527,35.9,18.375,6432.534813039678
Milho,21.51,5.79,5.12,107.42,2.06,La Nina,211.8,25.56836277353019,36.5,19.125,6372.571626480949
Algodão,18.09,4.88,17.03,112.34,2.94,La Nina,211.90000000000003,25.8007766533302,37.3,24.375,1820.7445373020357
Algodão,18.37,5.36,16.16,76.15,3.47,La Nina,211.9,25.84107845406156,37.4,25.375,2042.8603112468543
Algodão,18.31,5.8,14.26,74.77,3.28,La Nina,208.2,26.01148870861653,38.4,28.916666666666668,1998.870577544783
Soja,20.45,5.02,5.23,87.83,3.28,La Nina,194.7,25.304636001448756,34.7,10.25,4008.372552091261
Soja,21.46,5.99,11.16,84.42,2.26,La Nina,194.7,25.40907329673878,34.7,13.083333333333334,3968.6083196403447
Soja,20.89,5.94,18.66,88.08,3.47,La Nina,194.7,25.40370972990563,34.7,12.875,4052.52474761973
Soja,19.82,5.15,15.0,134.72,2.13,La Nina,193.40000000000003,25.40201652892562,34.7,12.625,4840.813350937322
Algodão,18.62,5.77,8.26,125.73,2.44,La Nina,210.90000000000003,26.058364558078026,38.4,29.416666666666668,1695.5383756889528
Soja,18.01,5.37,15.29,66.96,3.26,La Nina,176.5,25.433355371900824,34.7,13.083333333333334,4343.870818771935
Algodão,18.12,5.94,23.59,60.87,3.19,La Nina,182.9,25.930751228644983,37.4,26.416666666666668,1684.6458544688242
Milho,21.96,5.5,20.06,132.8,2.37,La Nina,182.9,25.64757663086193,36.5,20.5,4468.535533799356
Soja,19.25,5.94,5.04,74.08,2.26,La Nina,169.70000000000002,25.46648369389732,34.7,14.041666666666666,3999.9900621176985
Algodão,18.77,5.13,24.99,86.6,1.96,La Nina,176.1,25.99919000231428,38.4,27.541666666666668,1889.3759980184616
Milho,19.15,4.88,5.15,43.38,2.4,La Nina,176.00000000000003,25.60444694624261,35.9,18.375,4933.691048831721
Algodão,18.77,6.09,10.4,63.58,1.86,La Nina,177.5,26.041679945367637,38.4,28.45833333333333,1641.911798172253
Soja,18.55,4.81,19.25,79.8,1.6,La Nina,169.69999999999996,25.392884415133636,34.7,11.875,3828.6394825833568
Algodão,20.91,5.82,23.89,108.69,2.71,La Nina,198.9,26.08560722944677,38.4,29.625,2067.759375323634
Algodão,18.74,4.9,20.36,77.78,2.87,La Nina,176.1,26.016570771001152,38.4,27.875,1778.880147866941
Milho,19.28,5.28,6.74,103.33,3.05,La Nina,140.0,25.70580489115829,36.5,20.70833333333333,4648.837669098362
Milho,21.24,5.71,12.01,42.62,2.61,La Nina,139.9,25.67100922560805,36.5,19.45833333333333,5074.883534690992
Soja,20.18,5.07,17.44,88.2,3.42,La Nina,100.70000000000002,25.50028238616308,34.7,12.875,4306.597317830625
Milho,19.99,5.23,21.81,132.35,1.65,La Nina,107.1,25.80670683783076,36.6,22.5,6234.6851878345815
Milho,18.88,5.79,9.36,54.3,1.67,La Nina,107.1,25.73074146070536,36.5,20.375,6357.247101084248
Milho,21.69,5.59,19.12,48.21,1.54,La Nina,105.2,25.850637854725328,37.0,23.125,4382.289566640068
Algodão,20.02,5.69,24.5,98.08,1.72,La Nina,152.49999999999997,26.127726763717803,38.4,29.625,1611.8709029724919
Algodão,18.27,5.78,22.49,117.09,1.83,La Nina,106.09999999999998,26.123134855260066,38.4,28.916666666666668,1683.901701237352
Algodão,18.86,5.2,21.98,145.88,2.66,La Nina,152.0,26.131673081276887,38.4,29.625,1665.9708627468297
Milho,18.5,5.3,19.95,129.09,2.1,La Nina,100.5,25.87569206432903,37.0,23.416666666666668,4636.256633056662
Algodão,19.62,4.88,14.61,116.57,1.9,La Nina,152.39999999999998,26.21759361843563,38.4,31.45833333333333,1831.1857969517782
Soja,21.2,6.08,5.18,113.82,2.77,La Nina,67.8,25.596749068743648,34.7,15.833333333333334,3780.5569282212386
Soja,18.68,5.66,18.35,69.87,1.9,La Nina,62.7,25.61235561778089,34.7,15.208333333333334,4264.948519986268
Milho,19.12,5.74,5.93,73.78,2.08,La Nina,69.1,25.91663490334876,37.0,23.416666666666668,6145.178647970865
Soja,18.5,5.3,19.95,129.09,2.1,La Nina,810.4000000000001,24.474466644090757,35.9,3.25,3766.8707341358922
Algodão,20.84,5.63,20.5,69.66,3.1,La Nina,1336.3,24.381289715227112,35.9,3.458333333333333,1601.6335904586501
Milho,21.93,5.0,15.76,147.11,3.28,La Nina,1129.6,24.48292111429316,35.4,3.208333333333333,4934.313302432094
Milho,18.62,5.77,8.26,125.73,2.44,La Nina,1005.3,24.478138104556887,35.4,3.208333333333333,5096.065627340328
Soja,19.1,5.21,24.5,85.79,3.33,La Nina,850.8,24.404393101204032,34.3,2.625,4325.374656306658
Soja,20.98,5.78,20.04,43.41,2.61,La Nina,773.5,24.35557137771449,34.3,2.333333333333333,4050.4644398826567
Soja,18.12,5.34,12.92,100.72,1.6,La Nina,771.8,24.35350658597365,34.3,2.208333333333333,3627.5121384773356
Milho,18.01,5.37,15.29,66.96,3.26,La Nina,990.1,24.42814522938362,34.3,2.4166666666666665,4601.795442146133
Soja,18.38,5.78,13.82,65.91,3.22,La Nina,776.5,24.329721143663964,34.3,2.083333333333333,4521.755240350661
Algodão,21.46,5.99,11.16,84.42,2.26,La Nina,1360.6,24.27060613152352,34.3,2.2916666666666665,2147.2150229475187
Milho,18.03,5.39,18.04,62.22,2.18,La Nina,1112.2,24.350787716955946,34.3,2.2916666666666665,5873.344470409187
Milho,18.66,5.74,16.88,116.72,2.16,La Nina,978.3,24.415902054601748,34.3,2.2916666666666665,6355.125806885138
Milho,20.1,5.8,22.82,149.23,2.03,La Nina,1112.2,24.350787716955946,34.3,2.2916666666666665,6203.290484593857
Soja,18.38,5.15,14.19,85.35,2.24,La Nina,817.3,24.36505785123967,34.3,2.083333333333333,3730.7744212572206
Soja,18.88,5.79,9.36,54.3,1.67,La Nina,757.0,24.32071911712353,34.3,2.083333333333333,3891.267436535182
Algodão,21.58,5.79,9.84,64.3,3.07,La Nina,1396.1,24.23933256616801,34.3,2.2916666666666665,1831.315249843503
Algodão,20.83,5.94,15.2,149.67,2.27,La Nina,1363.7,24.247358622294623,34.3,2.2916666666666665,1817.8505846883086
Soja,19.15,4.88,5.15,43.38,2.4,La Nina,792.8000000000001,24.313988198542177,34.3,2.083333333333333,4067.0800694956506
Milho,19.15,5.26,13.79,58.37,3.27,La Nina,1104.9,24.355666756829866,34.3,2.2916666666666665,6713.919692649198
Algodão,21.96,5.5,20.06,132.8,2.37,La Nina,1435.2,24.26784218646683,34.3,2.2916666666666665,1815.2287554040076
Soja,21.93,6.08,9.57,64.91,1.54,La Nina,837.0,24.37552470132386,34.3,2.2916666666666665,3959.7199785510875
Algodão,19.82,5.15,15.0,134.72,2.13,La Nina,1364.6,24.240842448219688,34.3,2.2916666666666665,1961.3292620612767
Soja,19.12,5.74,5.93,73.78,2.08,La Nina,780.6,24.327676419965574,34.3,1.7083333333333333,4178.241659576209
Milho,18.86,5.2,21.98,145.88,2.66,La Nina,1059.4,24.33472183393906,34.3,1.9166666666666667,4130.559353274922
Soja,21.11,6.1,11.43,143.22,2.32,La Nina,786.7,24.3433936497098,34.3,1.8333333333333333,3838.869179785192
Milho,21.19,5.44,18.61,91.25,2.62,La Nina,1052.8,24.333663927458204,34.3,1.8333333333333333,6593.758080373776
Algodão,21.6,5.58,19.53,105.13,2.0,La Nina,1403.8,24.23553253771673,34.3,1.8333333333333333,1625.548505232282
Soja,18.58,5.7,5.93,135.74,2.36,La Nina,822.1,24.31612361437689,34.3,1.8333333333333333,4271.721066250698
Milho,20.91,5.82,23.89,108.69,2.71,La Nina,1226.7,24.206549646319097,34.3,1.8333333333333333,7325.14597412313
Soja,19.62,6.03,9.05,139.3,3.32,La Nina,863.5,24.2863233847163,34.3,1.8333333333333333,3832.6328729718184
Soja,19.56,5.21,23.16,51.98,2.18,La Nina,772.0999999999999,24.265147739409045,34.3,1.625,3680.5080488394797
Soja,20.9,4.81,6.13,53.4,3.14,La Nina,778.0,24.30801540077004,34.3,1.8333333333333333,3531.595926289811
Milho,19.42,6.08,23.74,52.28,2.54,La Nina,1207.5,24.188991073843656,34.3,1.7916666666666667,5570.112009311552
Milho,20.34,5.92,5.9,69.07,3.2,La Nina,1217.8,24.183045900769432,34.3,1.7916666666666667,6951.1915751462375
Soja,20.54,6.04,19.73,148.22,1.64,La Nina,883.9,24.271291252803596,34.3,1.75,4014.227326769658
Milho,18.27,5.78,22.49,117.09,1.83,La Nina,1204.4,24.183363898349487,34.3,1.75,4423.502884128659
Milho,20.18,5.07,17.44,88.2,3.42,La Nina,1178.8000000000002,24.17552754179227,34.3,1.75,6348.344867801927
Algodão,21.49,5.74,10.71,141.08,1.62,La Nina,1406.6,24.19107991849672,34.3,1.75,1764.721666992241
Milho,20.89,5.94,18.66,88.08,3.47,La Nina,1186.7,24.18373831775701,34.3,1.75,6435.824758233639
Soja,21.69,5.59,19.12,48.21,1.54,La Nina,840.5999999999999,24.249983204568355,34.3,1.75,3656.551280630682
Soja,19.37,5.71,13.22,47.39,3.23,La Nina,717.3,24.283158275986963,34.3,1.75,3710.1689094717135
Algodão,18.36,5.83,6.31,65.3,2.16,La Nina,1376.6,24.21236355535754,34.3,1.75,1931.4373904552506
Algodão,21.51,5.79,5.12,107.42,2.06,La Nina,1322.7000000000005,24.183051654368008,34.3,1.75,1611.9672272458129
Algodão,19.18,5.58,8.04,49.97,3.22,La Nina,1361.6,24.18250404998843,34.3,1.75,1680.7013151900592
Milho,20.02,5.06,9.62,115.21,2.51,La Nina,1138.2,24.16700689655172,34.3,1.75,4395.778885926064
Milho,19.62,4.88,14.61,116.57,1.9,La Nina,1138.2,24.17741847081392,34.3,1.75,6167.130857175618
Milho,20.1,5.83,24.37,76.49,2.35,La Nina,1200.8,24.18511920356301,34.3,1.75,4748.546226720022
Milho,20.68,5.97,21.33,134.14,2.52,La Nina,1153.3,24.18196721311476,34.3,1.75,5101.292952707262
Algodão,21.24,5.71,12.01,42.62,2.61,La Nina,1359.6,24.18220319370516,34.3,1.75,1577.4762263384198
Milho,20.02,5.69,24.5,98.08,1.72,La Nina,1202.6,24.16573225045848,34.3,1.75,5036.6771412850985
Algodão,19.28,5.28,6.74,103.33,3.05,La Nina,1352.0,24.188354430379743,34.3,1.75,1837.6058149088342
Algodão,18.55,4.81,19.25,79.8,1.6,La Nina,1360.2,24.212853642236578,34.3,1.75,1873.6648268914294
Milho,18.77,6.09,10.4,63.58,1.86,La Nina,1199.9,24.150039297877917,34.3,1.75,5425.682098264806
Milho,21.9,5.43,15.19,147.25,2.75,La Nina,1125.4,24.162649264093307,34.3,1.75,5580.67688058139
Algodão,20.45,5.02,5.23,87.83,3.28,La Nina,1354.5,24.23586070090368,34.3,2.0,1687.4379603461825
Milho,18.12,5.94,23.59,60.87,3.19,La Nina,1172.9,24.139225634178903,34.3,1.6666666666666667,4401.368160529988
Milho,21.2,6.08,5.18,113.82,2.77,La Nina,1111.4,24.14292147481002,34.3,1.6666666666666667,6188.309499183493
Soja,18.59,4.89,13.76,79.53,2.42,La Nina,768.9,24.265361338554644,34.3,1.6666666666666667,4207.403401484571
Milho,19.02,5.8,14.44,43.88,2.61,La Nina,1166.9,24.17732099101552,34.3,1.6666666666666667,4131.797365475617
Milho,18.09,4.88,17.03,112.34,2.94,La Nina,1238.3,24.180848834162955,34.3,1.6666666666666667,5413.734516163597
Soja,18.31,5.8,14.26,74.77,3.28,La Nina,815.5,24.38683238159221,34.3,1.6666666666666667,3347.1140679988084
Algodão,19.52,5.6,17.47,73.47,2.36,La Nina,1337.8,24.304613661814116,34.3,2.0,1626.7596269254223
Algodão,19.99,5.23,21.81,132.35,1.65,La Nina,1329.7000000000005,24.244965484408475,34.3,1.6666666666666667,1635.7235926199467
Soja,18.74,4.9,20.36,77.78,2.87,La Nina,791.2,24.366993349667485,34.3,1.6666666666666667,3745.4515920755407
Algodão,21.6,6.01,7.26,70.07,2.83,La Nina,1337.8,24.333303945338333,34.3,1.9583333333333333,1780.1905199837258
Soja,20.89,5.38,24.85,65.21,1.59,La Nina,785.2,24.308764940239044,34.3,1.2083333333333333,3618.425738624424
Milho,19.92,5.17,20.67,82.52,2.92,La Nina,1170.1,24.16569096538137,34.3,0.9583333333333334,4091.1457362586693
Soja,19.05,5.37,5.87,43.6,2.2,La Nina,799.1,24.29138240574506,33.8,0.75,3755.2812874777915
Algodão,20.71,5.05,6.14,71.07,3.08,La Nina,1337.8000000000002,24.289720044792837,33.8,1.25,1595.4062948273395
Algodão,18.68,5.66,18.35,69.87,1.9,La Nina,1337.9,24.297487326427152,33.4,1.25,1985.8731544930786
Algodão,20.81,5.64,8.09,123.8,2.53,La Nina,1337.9,24.286505650343454,33.4,1.125,2131.666075768784
Soja,18.77,5.13,24.99,86.6,1.96,La Nina,928.4,24.22710822806419,33.4,0.5,3676.410221878296
Algodão,20.16,5.65,15.81,82.81,3.1,La Nina,1337.8000000000002,24.269398784057643,33.4,1.0,1898.8520822516314
Soja,18.37,5.36,16.16,76.15,3.47,La Nina,876.7,24.247775008899964,33.4,0.4583333333333333,4219.450817990689
Algodão,19.42,5.55,12.35,133.25,2.79,La Nina,1332.5,24.21923706997426,33.4,0.7916666666666666,1836.4056087090948
Algodão,20.57,5.33,12.27,94.99,2.99,La Nina,1325.2,24.294809534417464,33.6,1.25,1690.9460522003708
Soja,19.04,5.06,17.02,85.32,2.64,La Nina,1000.2,24.14105298233922,33.4,0.2916666666666667,4094.766940749258
Milho,18.05,5.8,8.11,125.83,1.61,La Nina,1310.6999999999998,24.096381150741998,33.4,0.2083333333333333,4967.768081570033
Soja,18.75,5.32,16.0,44.3,3.02,La Nina,969.0,24.14222824246529,33.4,0.2083333333333333,4352.885659413343
Milho,19.25,5.94,5.04,74.08,2.26,La Nina,1223.6999999999998,24.05674078243738,33.4,0.2083333333333333,4909.528561945397
Soja,18.62,5.77,8.26,125.73,2.44,Neutro,694.2,24.537586093801245,33.6,2.833333333333333,4048.7389232187497
Algodão,20.18,5.07,17.44,88.2,3.42,Neutro,694.2,25.035689211326936,36.9,12.625,1820.2868255635208
Algodão,21.2,6.08,5.18,113.82,2.77,Neutro,694.2,25.13116415221797,36.9,14.541666666666666,1946.7602872190973
Milho,18.58,5.7,5.93,135.74,2.36,Neutro,685.9,24.636943407066934,34.7,4.791666666666667,6496.2839335684
Algodão,18.31,5.8,14.26,74.77,3.28,Neutro,685.9,25.099015793087663,36.9,13.875,1739.8843738033297
Milho,20.54,6.04,19.73,148.22,1.64,Neutro,685.9000000000001,24.67845043043599,34.7,5.708333333333333,7051.502163767719
Milho,21.51,5.79,5.12,107.42,2.06,Neutro,673.7,24.73684913217624,35.9,6.958333333333333,5945.422771271711
Algodão,19.42,6.08,23.74,52.28,2.54,Neutro,658.8,25.1953588408422,36.9,15.166666666666666,1681.9902353270054
Milho,18.55,4.81,19.25,79.8,1.6,Neutro,646.0,24.701416831963726,34.7,5.708333333333333,6319.760927742539
Algodão,20.02,5.06,9.62,115.21,2.51,Neutro,625.0,25.24491236057364,37.6,15.541666666666666,1713.4920522772331
Algodão,20.9,4.81,6.13,53.4,3.14,Neutro,628.3,25.322758167068628,37.6,16.75,1741.9181731271947
Milho,18.68,5.66,18.35,69.87,1.9,Neutro,625.0000000000001,24.780435366836876,35.9,7.375,4178.8453761157225
Soja,19.28,5.28,6.74,103.33,3.05,Neutro,617.4,24.58366247755835,33.6,2.5,3964.6893845617537
Milho,21.11,6.1,11.43,143.22,2.32,Neutro,617.4000000000001,24.810200267022697,35.9,7.833333333333333,4176.052633520116
Soja,20.71,5.05,6.14,71.07,3.08,Neutro,617.4,24.58366247755835,33.6,2.5,3980.3739111806926
Milho,18.74,4.9,20.36,77.78,2.87,Neutro,596.6,24.78302842668168,35.9,6.833333333333333,5020.423515413815
Milho,18.5,5.3,19.95,129.09,2.1,Neutro,592.5,24.785504026659265,35.9,7.166666666666667,4289.277470280989
